PA Code,NSC Code,NCES Code,AUN Code,ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Publication Name Alpha List,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Phasing-In,Phasing-Out,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School Cohort,CTE Status,Title I Designation,Federal Accountability Designation,City Council District,GPS Location,Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Website,School Leader Name,Learning Network,Assistant Superintendent,FACE Liaison Name,FACE Liaison Email,FACE Liaison Phone Number,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
7649,392803,420007500531,126513420,3334,W34,NEW FOUNDATIONS CHARTER SCHOOL,New Foundations Charter School,New Foundations Charter School,New Foundations,2000,Elementary-Middle-High,Citywide With Criteria,"'00-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,6,"40.035070, -75.024187",1,8001 TORRESDALE AVE,PHILADELPHIA,PA,19136-2917,215-624-8100,215-624-0600,http://www.nfcsonline.org,PAUL STADELBERGER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7685,390028,420008500586,126510004,3335,W35,PEOPLE FOR PEOPLE CHARTER SCHL,People for People Charter School,People for People Charter School,People for People,2001,Elementary-Middle-High,Citywide,"'00-08, 12","'00-08",0,1,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,5,"39.96810141, -75.16067477",0,800 N BROAD ST,PHILADELPHIA,PA,19130-2202,215-763-7060,215-763-6210,https://www.pfpcs.org,ANDRE WILLIAMS,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,1
7647,393231,420007400529,126513400,3336,W36,PHILA PERFORMING ARTS-BROAD ST,Philadelphia Performing Arts: A String Theory Charter School,Philadelphia Performing Arts: A String Theory Charter School,Philadelphia Performing Arts,2000,Elementary-Middle-High,Citywide With Criteria,"'00-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,2,"39.91777662, -75.17166577",1,2600 S BROAD ST,PHILADELPHIA,PA,19145-4616,215-551-4000,215-551-1113,http://www.stringtheoryschools.org,ANGELA COROSANITE,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7639,N/A,420007300515,126513380,3337,W37,GLOBAL LEADERSHIP ACADEMY,Global Leadership Academy Charter School,Global Leadership Academy Charter School,Global Leadership,2000,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,4,"39.97335953, -75.2154352",0,4601 W GIRARD AVE,PHILADELPHIA,PA,19131-4615,267-295-5700,267-295-5701,http://www.glacharter.org,DR. NAOMI BOOKER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7683,N/A,420008700584,126513510,3341,W41,INDEPENDENCE CHARTER SCHOOL,Independence Charter School,Independence Charter School,Independence,2001,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,2,"39.94496682, -75.16855598",0,1600 LOMBARD ST,PHILADELPHIA,PA,19146-1507,215-238-8000,215-545-2924,http://www.independencecharter.org,JURATE KROKYS,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8358,393537,420088607568,126514864,3353,W53,KIPP DUBOIS CHARTER SCHOOL,KIPP DuBois Charter School,KIPP DuBois Charter School,KIPP DuBois,2015,High,Citywide With Criteria,"'09-12",N/A,0,0,Charter,KIPP,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,A-TSI,4,"39.98043019, -75.22085032",0,5070 PARKSIDE AVE,PHILADELPHIA,PA,19131-4747,215-307-3465,215-307-3271,http://kippphiladelphia.org/our-schools/kipp-dubois-collegiate-academy,MARC MANNELLA,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7722,N/A,420010500657,126510006,3357,W57,WEST PHILA ACHIEVEMENT,West Philadelphia Achievement Charter School,West Philadelphia Achievement Charter School,West Philadelphia Achievement,2002,Elementary,Citywide,"'00-05",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,A-TSI,4,"39.970667, -75.254111",0,6701 CALLOWHILL ST,PHILADELPHIA,PA,19151-3603,215-476-6471,215-476-6481,http://www.wpaces.org,STACY GILL-PHILLIPS,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,0,0,0,0,0,0,0
7737,393447,420010700678,126510009,3358,W58,PHILADELPHIA ELECTRICAL AND,Philadelphia Electrical and Technology Charter School,Philadelphia Electrical and Technology Charter School,PE&T,2002,High,Citywide,"'09-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,Programs,1,Non-Designated,2,"39.95060789, -75.16511082",0,1420 CHESTNUT ST,PHILADELPHIA,PA,19102-2505,267-514-1823,267-514-1834,http://www.petchs.org,MICHAEL NEMITZ,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7684,N/A,420008600585,126510008,3359,W59,RICHARD ALLEN PREP,Richard Allen Preparatory Charter School,"Allen, Richard Preparatory Charter School","Allen, Richard",2001,Middle,Citywide,"'05-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,3,"39.92809187, -75.21926743",0,2601 S 58TH ST,PHILADELPHIA,PA,19143-6146,215-878-1544,215-727-0711,http://www.rapcs.org,LAWRENCE JONES,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,0,0
7677,N/A,420009200577,126510001,3360,W60,RUSSELL BYERS CHARTER SCHOOL,Russell Byers Charter School,"Byers, Russell Charter School","Byers, Russell",2001,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,5,"39.95594922, -75.17155064",0,1911 ARCH ST,PHILADELPHIA,PA,19103-1403,215-972-1700,215-972-1701,http://www.byerschool.org,SALOME THOMAS-EL,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7678,393318,420008400578,126510002,3361,W61,MASTERY CHARTER-LENFEST CAMPUS,Mastery Charter School at Lenfest,Mastery Charter at Lenfest,Mastery Lenfest,2001,Middle-High,Citywide With Criteria,"'07-12",N/A,0,0,Charter,Mastery Schools,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,1,"39.94950579, -75.14734776",0,35 S 4TH ST,PHILADELPHIA,PA,19106-2710,215-922-1902,215-922-1903,https://masterycharter.org/secondary-schools/lenfest-campus,DAVID MCDONOUGH,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,1,1,1,1
7724,N/A,420010600659,126510007,3362,W62,WISSAHICKON CHARTER SCHOOL,Wissahickon Charter School,Wissahickon Charter School,Wissahickon,2002,Elementary-Middle,Citywide With Criteria,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,4,"40.01537246, -75.17405347",1,4700 WISSAHICKON AVE,PHILADELPHIA,PA,19144-4248,267-338-1020,267-338-1030,http://www.wissahickoncharter.org,KRISTI LITTELL,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7744,393570,420009300687,100510000,3364,W64,FIRST PHILADELPHIA CHARTER,First Philadelphia Preparatory Charter School,First Philadelphia Preparatory Charter School,First Philadelphia,2002,Elementary-Middle-High,Citywide With Criteria,"'00-12",N/A,0,0,Charter,American Paradigm,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,7,"40.00719991, -75.08240619",1,4300 TACONY ST,PHILADELPHIA,PA,19124-4134,215-743-3100,215-743-9877,http://www.ap-schools.org/First-Phila-Prep,,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7748,N/A,420010400690,126510005,3365,W65,GREEN WOODS CHARTER SCHOOL,Green Woods Charter School,Green Woods Charter School,Green Woods,2002,Elementary-Middle,Citywide With Criteria,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,4,"40.04416378, -75.23385852",0,468 DOMINO LN,PHILADELPHIA,PA,19128-4363,215-482-6337,215-482-9135,http://www.greenwoodscharter.org,JEAN WALLACE,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7777,393359,420012300759,126510014,3366,W66,MARITIME ACADEMY CHARTER,Maritime Academy Charter School (MACHS),Maritime Academy Charter School (MACS),Maritime,2003,Elementary-Middle-High,Citywide,"'01-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,6,"40.007862, -75.068318",1,2275 BRIDGE ST,PHILADELPHIA,PA,19137-1300,215-535-4555,215-535-4398,http://www.maritimecharter.org,ANN WAITERS,Charters,PENG CHAO,N/A,N/A,N/A,0,1,1,1,1,1,1,1,1,1,1,1,1
7750,N/A,420010800692,126510010,3368,W68,BELMONT ELEMENTARY CHARTER,Belmont Charter School,Belmont Charter School,Belmont,2005,Elementary-Middle-High,Neighborhood,"'00-12",N/A,0,0,Charter,Belmont Charter Network,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,3,"39.96696484, -75.20487093",1,4030 BROWN ST,PHILADELPHIA,PA,19104-4844,215-823-8208,215-823-8209,http://www.belmontcharternetwork.org/bcs,JENNIFER FAUSTMAN,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7776,N/A,420012200758,126510013,3370,W70,KIPP PHILADELPHIA CHARTER,KIPP Philadelphia Charter School,KIPP Philadelphia Charter School,KIPP Philadelphia,2003,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,KIPP,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,A-TSI,5,"39.992038, -75.158039",1,2539 N 16TH ST,PHILADELPHIA,PA,19132-3907,267-758-2630,215-827-5942,http://kippphiladelphia.org/our-schools/kipp-philadelphia-preparatory-academy,MARC MANNELLA,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7775,N/A,420012100757,126510011,3372,W72,DISCOVERY CHARTER SCHOOL,Discovery Charter School,Discovery Charter School,Discovery,2003,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,4,"39.97770823, -75.21350485",0,4700 PARKSIDE AVE,PHILADELPHIA,PA,19131-4712,215-879-8182,215-879-9510,https://www.jykdiscoverycharterschool.com/,MRS. JAQUELYN KELLEY,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7828,N/A,420013000849,126510016,3378,W78,PHILADELPHIA MONTESSORI,Philadelphia Montessori Charter School,Philadelphia Montessori Charter School,Philadelphia Montessori,2004,Elementary,Citywide,"'00-04",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,2,"39.91656437, -75.24515327",0,2227 ISLAND RD,PHILADELPHIA,PA,19142-1009,215-365-4011,215-365-4367,http://www.philadelphiamontessori.org,KATHLEEN DZURA,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,0,0,0,0,0,0,0,0
7825,N/A,420012900846,126510015,3379,W79,AD PRIMA CHARTER SCHOOL,Ad Prima Charter School,Ad Prima Charter School,Ad Prima,2004,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,4,"39.984296, -75.247860",1,1922 N 63RD ST,PHILADELPHIA,PA,19151-2652,267-403-2953,267-292-4058,http://www.adprimacharterschools.org,NIYA BLACKWELL,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7909,393304,420014500944,126510022,3383,W83,MASTERY CHARTER-SHOEMAKER,Mastery Charter School at Shoemaker,Mastery Charter at Shoemaker,Mastery Shoemaker,2006,Middle-High,Citywide With Criteria,"'07-12",N/A,0,0,Charter,Mastery Schools,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,3,"39.975799, -75.228437",0,5301 MEDIA ST,PHILADELPHIA,PA,19131-4035,267-296-7111,267-296-7112,https://masterycharter.org/secondary-schools/shoemaker-campus,DR. ROBERT LEWIS,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,1,1,1,1
7857,N/A,420014100897,126510021,3384,W84,FOLK ARTS CULTURAL TREASURES,Folk Arts-Cultural Treasures Charter School,Folk Arts-Cultural Treasures Charter School (FACTS),FACTS,2005,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,1,"39.95885103, -75.15551365",0,1023 CALLOWHILL ST,PHILADELPHIA,PA,19123-3704,215-569-2600,215-569-3985,http://www.factschool.org,DEBBIE WEI,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7910,393396,420014400925,126510023,3385,W85,MASTERY CHARTER-THOMAS CAMPUS,Mastery Charter School at Thomas Campus,Mastery Charter at Thomas,Mastery Thomas,2005,Elementary-Middle-High,Citywide With Criteria,"'00-12",N/A,0,0,Charter,Mastery Schools,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,2,"39.91454096, -75.16358831",1,927 JOHNSTON ST,PHILADELPHIA,PA,19148-5016,267-236-0036,267-236-0030,https://masterycharter.org/elementary-schools/thomas,JILL DUNCHICK,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7856,N/A,420013900894,126510019,3386,W86,NORTHWOOD CHARTER SCHOOL,Northwood Academy Charter School,Northwood Academy Charter School,Northwood,2005,Elementary-Middle,Citywide With Criteria,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,7,"40.02015006, -75.09523811",0,4621 CASTOR AVE,PHILADELPHIA,PA,19124-3024,215-289-5606,215-289-5464,http://www.northwoodcs.org,AMY HOLLISTER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7981,393378,420076006107,185515523,3388,W88,BOYS LATIN OF PHILA CHARTER,Boys Latin of Philadelphia Charter School,Boys Latin of Philadelphia Charter School,Boys Latin,2007,Middle-High,Citywide,"'06-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,3,"39.95172558, -75.23374851",1,5501 CEDAR AVE,PHILADELPHIA,PA,19143-1929,215-387-5149,215-387-5159,http://www.boyslatin.org,DAVID HARDY,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,1,1,1
7979,N/A,420076206103,182514568,3389,W89,KEYSTONE ACADEMY CHARTER,Keystone Academy Charter School,Keystone Academy Charter School,Keystone Academy,2007,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,6,"40.021916, -75.045089",0,4521 LONGSHORE AVE,PHILADELPHIA,PA,19135-2244,215-332-2111,215-332-2840,http://www.keystoneacademycs.org,DR. JOAN CHALKER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7960,N/A,420075806112,108515107,3392,W92,SOUTHWEST LEADERSHIP ACADEMY,Southwest Leadership Academy Charter School,Southwest Leadership Academy Charter School,Southwest Leadership,2007,Elementary-Middle,Citywide With Criteria,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,2,"39.918099, -75.242600",0,7101 PASCHALL AVE,PHILADELPHIA,PA,19142-1031,215-729-1939,215-729-1976,https://slacs-phila.org/,PAULETTE ROYSTER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7961,393317,420076106025,151514721,3393,W93,MASTERY CHARTER @ PICKETT,Mastery Charter School at Pickett,Mastery Charter at Pickett,Mastery Pickett,2007,Middle-High,Citywide With Criteria,"'06-12",N/A,0,0,Charter,Mastery Schools,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,8,"40.03187441, -75.18087124",0,5700 WAYNE AVE,PHILADELPHIA,PA,19144-3314,215-866-9000,215-866-9001,https://masterycharter.org/secondary-schools/pickett-campus,KELLY SEATON,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,1,1,1
7985,N/A,420081006871,173515368,3394,W94,PAN AMERICAN ACADEMY CHARTER,Pan American Academy Charter School,Pan American Academy Charter School,Pan American,2008,Elementary-Middle,Citywide With Criteria,"'00-08",N/A,0,0,Charter,Congreso,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,7,"39.99428061, -75.13614883",0,2830 N AMERICAN ST,PHILADELPHIA,PA,19133-3517,215-425-1212,215-423-0871,https://www.panamcs.org/,,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8031,N/A,420081306909,104510394,3395,W95,ANTONIA PANTOJA CHARTER SCHOOL,Antonia Pantoja Charter School,"Pantoja, Antonia Charter School","Pantoja, Antonia",2008,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,ASPIRA,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,7,"40.01300525, -75.13136564",0,4101 N AMERICAN ST,PHILADELPHIA,PA,19140-2606,215-329-2733,215-329-2433,https://pantojacharter.org/,EVELYN LEBRON-NUNEZ,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8083,393518,420081606948,114514135,3399,W99,SANKOFA FREEDOM ACADEMY,Sankofa Freedom Academy Charter School,Sankofa Freedom Academy Charter School,Sankofa,2009,Elementary-Middle-High,Citywide With Criteria,"'00-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,1,"39.987082, -75.128641",0,2501 KENSINGTON AVE,PHILADELPHIA,PA,19125-1321,215-288-2001,267-687-7100,http://www.sfacs.us,DR. AYESHA IMANI,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
8123,N/A,420081706985,147513703,3403,X03,FRANKLIN TOWNE ELEMENTARY,Franklin Towne Charter Elementary School,Franklin Towne Charter Elementary School,Franklin Towne Elementary,2009,Elementary-Middle,Citywide With Criteria,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,6,"39.99551599, -75.07472434",0,4259 RICHMOND ST,PHILADELPHIA,PA,19137-1930,215-289-3389,215-288-4041,http://es.franklintowne.org,JOE VENDITTI,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8126,393308,420082106962,192518422,3404,X04,TACONY ACADEMY CHARTER SCHOOL,Tacony Academy Charter School,Tacony Academy Charter School,Tacony Academy,2009,Elementary-Middle-High,Citywide With Criteria,"'00-12",N/A,0,0,Charter,American Paradigm,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.06684222, -75.06598353",1,1330 RHAWN ST,PHILADELPHIA,PA,19111-2802,215-742-5100,215-742-5200,http://www.ap-schools.org/Tacony-Academy-Charter/,STACEY CLARKE,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
8149,N/A,420083907353,133513315,3406,X06,ASPIRA CHARTER @ STETSON,Aspira Charter School at Stetson,Aspira Charter School at Stetson,Aspira Stetson,2010,Middle,Neighborhood,"'05-08",N/A,0,0,Charter,ASPIRA,Charter Schools,N/A,Renaissance Charter,2010-2011,N/A,N/A,1,Non-Designated,7,"39.99806894, -75.12546663",0,3200 B ST,PHILADELPHIA,PA,19134-2202,215-291-4720,215-291-4168,http://stetsoncharter.org/,RENATO LAJARA,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,0,0
8153,N/A,420082807351,126516457,3407,X07,MASTERY CHARTER @ HARRITY,Mastery Charter School at Harrity,Mastery Charter at Harrity,Mastery Harrity,2010,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,Charter,Mastery Schools,Charter Schools,N/A,Renaissance Charter,2010-2011,N/A,N/A,1,Non-Designated,3,"39.94852458, -75.23548525",0,5601 CHRISTIAN ST,PHILADELPHIA,PA,19143-2805,215-471-2908,215-471-3807,https://masterycharter.org/elementary-schools/harrity,DEBRA DURSO,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8152,N/A,420083107367,126519433,3408,X08,MASTERY CHARTER @ MANN,Mastery Charter School at Mann,Mastery Charter at Mann,Mastery Mann,2010,Elementary,Neighborhood,"'00-06",N/A,0,0,Charter,Mastery Schools,Charter Schools,N/A,Renaissance Charter,2010-2011,N/A,N/A,1,Non-Designated,4,"39.98590147, -75.2313266",0,5376 W BERKS ST,PHILADELPHIA,PA,19131-3229,215-581-5616,215-581-5610,https://masterycharter.org/elementary-schools/mann,STAN BOBOWSKI,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,0,0,0,0,0,0
8151,N/A,420082907358,126517286,3409,X09,MASTERY CHARTER @ SMEDLEY,Mastery Charter School at Smedley,Mastery Charter at Smedley,Mastery Smedley,2010,Elementary,Neighborhood,"'00-06",N/A,0,0,Charter,Mastery Schools,Charter Schools,N/A,Renaissance Charter,2010-2011,N/A,N/A,1,Non-Designated,7,"40.019786, -75.073892",0,1790 BRIDGE ST,PHILADELPHIA,PA,19124-1359,215-537-2523,215-537-3694,https://masterycharter.org/elementary-schools/smedley,BRIAN MCLAUGHLIN,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,0,0,0,0,0,0
8145,N/A,420083407357,168513758,3410,X10,UNIVERSAL CHARTER @ BLUFORD,Universal Charter School at Bluford,Universal Charter Bluford,Universal Bluford,2010,Elementary,Neighborhood,"'00-06",N/A,0,0,Charter,Universal Companies,Charter Schools,N/A,Renaissance Charter,2010-2011,N/A,N/A,1,Non-Designated,4,"39.973739, -75.236020",0,5801 MEDIA ST,PHILADELPHIA,PA,19131-3824,215-581-5502,215-581-5725,https://www.universalfamilyofschools.org/universal-bluford/,RAY RAGLAND,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,0,0,0,0,0,0
8146,N/A,420082707366,103519376,3411,X11,UNIVERSAL CHARTER @ DAROFF,Universal Charter School at Daroff,Universal Charter Daroff,Universal Daroff,2010,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,Charter,Universal Companies,Charter Schools,N/A,Renaissance Charter,2010-2011,N/A,N/A,1,Non-Designated,4,"39.96558158, -75.2325217",0,5630 VINE ST,PHILADELPHIA,PA,19139-1301,215-952-8611,267-388-5227,https://www.universalfamilyofschools.org/universal-daroff/,ROBERT ROUSE,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8150,N/A,420083007365,126518547,3412,X12,DOUGLASS MASTERY CHARTER,Mastery Charter School at Douglass,Mastery Charter at Frederick Douglass,Mastery Douglass,2010,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,Charter,Mastery Schools,Charter Schools,N/A,Renaissance Charter,2010-2011,N/A,N/A,1,Non-Designated,5,"39.98461532, -75.16846267",0,2118 W NORRIS ST,PHILADELPHIA,PA,19121-2100,215-684-5063,215-235-4919,https://masterycharter.org/elementary-schools/frederick-douglass,ONOME PELA,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8205,A15273,420084307386,126513452,3414,X14,ASPIRA OLNEY CHARTER HIGH,Aspira Charter School at Olney,Aspira Charter School at Olney,Aspira Olney,2011,High,Neighborhood,"'09-12",N/A,0,0,Charter,ASPIRA,Charter Schools,N/A,Renaissance Charter,2011-2012,N/A,N/A,1,CSI,8,"40.028772, -75.123808",0,100 W DUNCANNON AVE,PHILADELPHIA,PA,19120-3410,215-456-3014,215-456-3138,https://olneycharter.org/,,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
8208,N/A,420084007400,126511748,3415,X15,MASTERY CHARTER @ CLYMER,Mastery Charter School at Clymer,Mastery Charter at Clymer,Mastery Clymer,2011,Elementary,Neighborhood,"'00-06",N/A,0,0,Charter,Mastery Schools,Charter Schools,N/A,Renaissance Charter,2011-2012,N/A,N/A,1,Non-Designated,5,"39.99565934, -75.15034419",0,1201 W RUSH ST,PHILADELPHIA,PA,19133-1236,215-223-2243,215-227-3697,https://masterycharter.org/elementary-schools/clymer,,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,0,0,0,0,0,0
8207,A11531,420085107414,126513734,3416,X16,MASTERY CHARTER @ GRATZ HIGH,Mastery Charter School at Gratz,Mastery Charter at Gratz,Mastery Gratz,2011,Middle-High,Neighborhood,"'07-12",N/A,0,0,Charter,Mastery Schools,Charter Schools,N/A,Renaissance Charter,2011-2012,N/A,N/A,1,Non-Designated,8,"40.01453965, -75.15660685",0,1798 W HUNTING PARK AVE,PHILADELPHIA,PA,19140-3408,215-227-4408,215-227-2694,https://masterycharter.org/secondary-schools/gratz-prep-middle,,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,1,1,1,1
8195,393253,420085607402,126519434,3417,X17,UNIVERSAL AUDENRIED CHARTER,Universal Charter School at Audenried,Universal Charter Audenried,Universal Audenried,2011,High,Neighborhood,"'09-12",N/A,0,0,Charter,Universal Companies,Charter Schools,N/A,Renaissance Charter,2011-2012,N/A,Comprehensive,1,A-TSI,2,"39.933737, -75.198590",0,3301 TASKER ST,PHILADELPHIA,PA,19145-1021,215-952-4801,267-909-9425,https://www.universalfamilyofschools.org/universal-audenried/,,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
8196,N/A,420085507421,126513415,3418,X18,UNIVERSAL VARE CHARTER SCHOOL,Universal Charter School at Vare,Universal Charter Vare,Universal Vare,2011,Middle,Neighborhood,"'05-08",N/A,0,0,Charter,Universal Companies,Charter Schools,N/A,Renaissance Charter,2011-2012,N/A,N/A,1,Non-Designated,2,"39.925837, -75.185707",0,2100 S 24TH ST,PHILADELPHIA,PA,19145-3222,215-537-2531,267-239-5866,https://www.universalfamilyofschools.org/universal-vare/,,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,0,0
